,Race,Gender,Year,JobType
9505,White,Men,2015,Skilled
78394,White,Men,2015,Unskilled
17942,White,Women,2007,Skilled
33907,White,Women,2015,Unskilled
13444,Minority,Men,2007,Unskilled
40700,White,Women,2007,Unskilled
44679,Minority,Women,2007,Unskilled
79658,White,Men,2015,Unskilled
9370,White,Men,2015,Skilled
24871,Minority,Men,2007,Semi-Skilled
7219,Minority,Men,2007,Unskilled
4923,White,Men,2007,Skilled
1869,Minority,Men,2015,Skilled
12225,Minority,Women,2015,Unskilled
11856,White,Men,2015,Skilled
70954,White,Men,2015,Unskilled
17573,White,Women,2007,Skilled
82389,White,Women,2015,Unskilled
35775,White,Women,2007,Unskilled
84448,White,Women,2015,Unskilled
35758,White,Women,2007,Unskilled
16392,Minority,Women,2007,Unskilled
45874,Minority,Men,2015,Unskilled
34366,White,Men,2007,Unskilled
82221,White,Women,2015,Unskilled
13185,Minority,Men,2007,Unskilled
16060,Minority,Women,2007,Unskilled
63928,White,Men,2015,Semi-Skilled
5304,Minority,Men,2015,Skilled
43419,Minority,Women,2007,Unskilled
39411,Minority,Women,2015,Unskilled
68940,White,Women,2007,Unskilled
50243,Minority,Women,2015,Unskilled
1048,Minority,Men,2007,Skilled
65246,White,Women,2015,Semi-Skilled
45203,White,Women,2015,Unskilled
50649,Minority,Women,2015,Unskilled
389,White,Men,2007,Skilled
20702,Minority,Women,2015,Unskilled
34919,Minority,Women,2007,Unskilled
25146,White,Women,2007,Unskilled
15400,Minority,Women,2007,Unskilled
8834,Minority,Women,2007,Unskilled
76820,White,Women,2007,Unskilled
3433,Minority,Women,2015,Skilled
78388,White,Men,2015,Unskilled
20676,White,Women,2015,Skilled
32451,Minority,Men,2007,Unskilled
30167,Minority,Men,2015,Semi-Skilled
35430,Minority,Women,2007,Unskilled
54416,White,Men,2015,Unskilled
49560,White,Men,2007,Unskilled
77532,White,Women,2007,Unskilled
83581,White,Women,2015,Unskilled
4707,White,Men,2007,Skilled
57238,White,Men,2007,Semi-Skilled
59818,White,Women,2007,Semi-Skilled
4818,Minority,Women,2007,Skilled
1377,Minority,Women,2007,Skilled
77256,White,Women,2007,Unskilled
67603,White,Men,2007,Unskilled
5949,White,Men,2007,Skilled
46485,Minority,Men,2015,Unskilled
47792,White,Women,2015,Unskilled
12642,Minority,Women,2015,Unskilled
66097,White,Men,2007,Unskilled
80366,White,Men,2015,Unskilled
71816,White,Women,2015,Unskilled
33969,White,Men,2007,Unskilled
25319,White,Women,2007,Unskilled
51525,Minority,Women,2015,Unskilled
5483,Minority,Men,2015,Skilled
2502,Minority,Men,2015,Skilled
71178,White,Men,2015,Unskilled
42422,White,Men,2015,Unskilled
44493,White,Women,2015,Unskilled
30663,White,Men,2015,Unskilled
23653,White,Men,2007,Unskilled
18724,Minority,Women,2015,Unskilled
19025,White,Men,2015,Skilled
49366,Minority,Women,2015,Unskilled
25411,White,Women,2007,Unskilled
35884,White,Women,2007,Unskilled
18718,Minority,Women,2015,Unskilled
64794,White,Men,2015,Semi-Skilled
31876,Minority,Women,2015,Semi-Skilled
6525,White,Women,2007,Skilled
46359,Minority,Men,2015,Unskilled
62337,White,Men,2015,Semi-Skilled
30854,Minority,Men,2015,Semi-Skilled
77620,White,Women,2007,Unskilled
64326,White,Men,2015,Semi-Skilled
24386,White,Women,2007,Unskilled
18674,Minority,Women,2015,Unskilled
58343,White,Men,2007,Semi-Skilled
14663,Minority,Women,2007,Unskilled
8778,White,Men,2015,Skilled
41855,White,Men,2015,Unskilled
21355,White,Men,2007,Unskilled
2107,White,Men,2015,Skilled
564,White,Men,2007,Skilled
62568,White,Men,2015,Semi-Skilled
20592,White,Women,2015,Skilled
47239,Minority,Men,2015,Unskilled
38085,Minority,Men,2015,Unskilled
37081,White,Women,2007,Unskilled
8158,White,Women,2007,Skilled
16463,Minority,Women,2007,Unskilled
29894,White,Men,2015,Unskilled
40118,Minority,Men,2007,Unskilled
23323,White,Men,2007,Unskilled
78928,White,Men,2015,Unskilled
66394,White,Men,2007,Unskilled
25877,Minority,Men,2007,Semi-Skilled
84207,White,Women,2015,Unskilled
61362,White,Men,2015,Semi-Skilled
17900,White,Women,2007,Skilled
13337,Minority,Men,2007,Unskilled
71412,White,Women,2015,Unskilled
32181,Minority,Men,2007,Unskilled
17355,White,Women,2007,Skilled
23538,Minority,Men,2015,Unskilled
12747,Minority,Women,2015,Unskilled
32946,White,Women,2015,Unskilled
69812,White,Men,2015,Unskilled
67714,White,Men,2007,Unskilled
23674,White,Men,2007,Unskilled
65051,White,Women,2015,Semi-Skilled
29746,Minority,Men,2015,Semi-Skilled
44133,White,Women,2015,Unskilled
22920,White,Men,2007,Unskilled
33846,White,Women,2015,Unskilled
13064,White,Women,2015,Skilled
27732,Minority,Women,2007,Semi-Skilled
70261,White,Men,2015,Unskilled
67856,White,Men,2007,Unskilled
19005,White,Men,2015,Skilled
46633,Minority,Men,2015,Unskilled
56003,White,Men,2007,Semi-Skilled
4098,Minority,Men,2007,Skilled
15296,White,Men,2007,Skilled
50343,Minority,Women,2015,Unskilled
25372,Minority,Men,2007,Semi-Skilled
42655,White,Men,2015,Unskilled
49599,Minority,Women,2015,Unskilled
75252,White,Women,2007,Unskilled
54460,White,Men,2015,Unskilled
11596,White,Men,2015,Skilled
72058,White,Women,2015,Unskilled
79648,White,Men,2015,Unskilled
44364,Minority,Women,2007,Unskilled
49591,White,Men,2007,Unskilled
1571,Minority,Women,2007,Skilled
1620,White,Men,2015,Skilled
6038,White,Men,2007,Skilled
35182,Minority,Women,2007,Unskilled
39632,White,Women,2007,Unskilled
42073,White,Men,2015,Unskilled
5752,Minority,Men,2015,Skilled
74506,White,Men,2007,Unskilled
36140,Minority,Men,2015,Unskilled
25276,White,Women,2007,Unskilled
13036,Minority,Women,2015,Unskilled
25899,Minority,Men,2007,Semi-Skilled
48486,White,Men,2007,Unskilled
39902,Minority,Men,2007,Unskilled
12907,Minority,Women,2015,Unskilled
73923,White,Men,2007,Unskilled
52663,White,Men,2015,Unskilled
9735,White,Men,2015,Skilled
34666,Minority,Women,2007,Unskilled
21300,Minority,Men,2007,Unskilled
82615,White,Women,2015,Unskilled
35562,Minority,Women,2007,Unskilled
17940,White,Women,2007,Skilled
53980,White,Men,2015,Unskilled
35626,Minority,Women,2007,Unskilled
378,Minority,Women,2015,Skilled
7468,White,Women,2007,Skilled
4533,Minority,Women,2007,Skilled
44719,White,Women,2015,Unskilled
27569,White,Women,2007,Unskilled
79047,White,Men,2015,Unskilled
1642,White,Men,2015,Skilled
8695,White,Men,2015,Skilled
12170,White,Men,2015,Skilled
33160,White,Women,2015,Unskilled
40775,Minority,Men,2007,Unskilled
10959,White,Men,2015,Skilled
61034,White,Men,2015,Semi-Skilled
41922,Minority,Men,2007,Unskilled
43477,Minority,Women,2007,Unskilled
27931,White,Men,2015,Unskilled
20386,White,Women,2015,Skilled
20880,White,Women,2015,Skilled
33623,White,Women,2015,Unskilled
725,White,Men,2007,Skilled
27904,White,Men,2015,Unskilled
29816,Minority,Men,2015,Semi-Skilled
33992,Minority,Men,2007,Unskilled
7072,White,Women,2007,Skilled
72792,White,Men,2007,Unskilled
80738,White,Women,2015,Unskilled
42699,White,Men,2015,Unskilled
29095,Minority,Men,2015,Semi-Skilled
22635,Minority,Women,2007,Unskilled
39607,White,Women,2007,Unskilled
46826,Minority,Men,2015,Unskilled
72411,White,Men,2007,Unskilled
69928,White,Men,2015,Unskilled
12484,White,Women,2015,Skilled
14318,White,Women,2015,Skilled
43915,Minority,Women,2007,Unskilled
53190,White,Men,2015,Unskilled
63039,White,Men,2015,Semi-Skilled
70499,White,Men,2015,Unskilled
2503,Minority,Men,2015,Skilled
12455,Minority,Women,2015,Unskilled
27077,Minority,Women,2007,Semi-Skilled
10125,White,Men,2015,Skilled
40736,White,Women,2007,Unskilled
49361,White,Men,2007,Unskilled
7313,White,Women,2007,Skilled
22260,Minority,Men,2007,Unskilled
43826,Minority,Women,2007,Unskilled
20667,Minority,Women,2015,Unskilled
22269,Minority,Men,2007,Unskilled
42933,Minority,Women,2007,Unskilled
82407,White,Women,2015,Unskilled
43673,Minority,Women,2007,Unskilled
21918,Minority,Men,2007,Unskilled
31302,Minority,Women,2015,Semi-Skilled
6364,Minority,Women,2015,Skilled
66753,White,Men,2007,Unskilled
66960,White,Men,2007,Unskilled
28674,Minority,Men,2015,Semi-Skilled
38805,White,Women,2007,Unskilled
16855,Minority,Men,2015,Unskilled
51791,White,Women,2007,Unskilled
23222,Minority,Men,2015,Unskilled
8014,White,Women,2007,Skilled
49465,White,Men,2007,Unskilled
36923,Minority,Men,2015,Unskilled
4335,White,Men,2007,Skilled
20525,White,Women,2015,Skilled
10829,White,Men,2015,Skilled
45881,White,Women,2015,Unskilled
25502,Minority,Men,2007,Semi-Skilled
23058,Minority,Men,2015,Unskilled
44160,White,Women,2015,Unskilled
42037,White,Men,2015,Unskilled
40275,White,Women,2007,Unskilled
6195,White,Men,2007,Skilled
34437,White,Men,2007,Unskilled
26764,White,Women,2007,Unskilled
6784,Minority,Men,2007,Unskilled
50073,Minority,Women,2015,Unskilled
37011,White,Women,2007,Unskilled
56736,White,Men,2007,Semi-Skilled
4168,White,Men,2007,Skilled
28919,White,Men,2015,Unskilled
7907,Minority,Men,2007,Unskilled
13787,Minority,Men,2007,Unskilled
52653,Minority,Women,2015,Unskilled
11260,Minority,Women,2015,Unskilled
22145,White,Men,2007,Unskilled
2773,Minority,Men,2015,Skilled
43136,White,Women,2015,Unskilled
42343,White,Men,2015,Unskilled
49450,Minority,Women,2015,Unskilled
26357,Minority,Men,2007,Semi-Skilled
22424,White,Men,2007,Unskilled
61359,White,Men,2015,Semi-Skilled
14736,White,Men,2007,Skilled
75704,White,Women,2007,Unskilled
65586,White,Women,2015,Semi-Skilled
48414,Minority,Men,2015,Unskilled
73958,White,Men,2007,Unskilled
26041,White,Women,2007,Unskilled
46863,White,Women,2015,Unskilled
64501,White,Men,2015,Semi-Skilled
55203,White,Women,2015,Unskilled
6158,Minority,Women,2015,Skilled
34471,Minority,Men,2007,Unskilled
28064,Minority,Men,2015,Semi-Skilled
53910,White,Men,2015,Unskilled
76349,White,Women,2007,Unskilled
16550,Minority,Women,2007,Unskilled
20867,White,Women,2015,Skilled
71695,White,Women,2015,Unskilled
37871,Minority,Men,2015,Unskilled
79161,White,Men,2015,Unskilled
40736,Minority,Men,2007,Unskilled
24112,White,Men,2007,Unskilled
14617,White,Women,2015,Skilled
9452,Minority,Women,2007,Unskilled
13848,Minority,Men,2007,Unskilled
52349,White,Men,2015,Unskilled
22491,White,Men,2007,Unskilled
46312,White,Women,2015,Unskilled
13717,Minority,Men,2007,Unskilled
55857,White,Men,2007,Semi-Skilled
49379,Minority,Women,2015,Unskilled
5313,White,Men,2007,Skilled
24487,Minority,Men,2007,Semi-Skilled
65412,White,Women,2015,Semi-Skilled
43923,Minority,Women,2007,Unskilled
49187,Minority,Women,2015,Unskilled
18058,White,Women,2007,Skilled
9559,White,Men,2015,Skilled
62446,White,Men,2015,Semi-Skilled
78625,White,Men,2015,Unskilled
20544,Minority,Women,2015,Unskilled
17848,Minority,Men,2015,Unskilled
47239,White,Women,2015,Unskilled
14434,Minority,Women,2007,Unskilled
30678,Minority,Men,2015,Semi-Skilled
78635,White,Men,2015,Unskilled
62613,White,Men,2015,Semi-Skilled
68385,White,Women,2007,Unskilled
34803,White,Men,2007,Unskilled
14280,White,Women,2015,Skilled
21219,White,Women,2015,Skilled
35527,White,Women,2007,Unskilled
29300,White,Men,2015,Unskilled
2577,Minority,Men,2015,Skilled
74695,White,Women,2007,Unskilled
7401,White,Women,2007,Skilled
34386,White,Men,2007,Unskilled
9599,White,Men,2015,Skilled
47471,White,Women,2015,Unskilled
82196,White,Women,2015,Unskilled
37491,White,Women,2007,Unskilled
47597,White,Women,2015,Unskilled
23743,White,Men,2007,Unskilled
34421,Minority,Men,2007,Unskilled
26133,White,Women,2007,Unskilled
74145,White,Men,2007,Unskilled
22534,Minority,Men,2007,Unskilled
23798,Minority,Men,2015,Unskilled
42794,Minority,Women,2007,Unskilled
69198,White,Women,2007,Unskilled
66029,White,Women,2015,Semi-Skilled
26113,Minority,Men,2007,Semi-Skilled
55104,White,Men,2015,Unskilled
14387,Minority,Women,2007,Unskilled
49816,White,Men,2007,Unskilled
36255,Minority,Men,2015,Unskilled
53201,White,Men,2015,Unskilled
67102,White,Men,2007,Unskilled
20024,Minority,Women,2015,Unskilled
38270,Minority,Men,2015,Unskilled
51833,Minority,Women,2015,Unskilled
17769,White,Women,2007,Skilled
39583,Minority,Women,2015,Unskilled
21296,Minority,Men,2007,Unskilled
35749,Minority,Women,2007,Unskilled
68962,White,Women,2007,Unskilled
12872,White,Women,2015,Skilled
29564,White,Men,2015,Unskilled
19388,Minority,Women,2015,Unskilled
70597,White,Men,2015,Unskilled
55973,White,Men,2007,Semi-Skilled
36222,White,Women,2007,Unskilled
12000,White,Men,2015,Skilled
22550,White,Men,2007,Unskilled
27345,Minority,Women,2007,Semi-Skilled
72750,White,Men,2007,Unskilled
14133,White,Women,2015,Skilled
28089,White,Men,2015,Unskilled
76571,White,Women,2007,Unskilled
69186,White,Women,2007,Unskilled
50320,Minority,Women,2015,Unskilled
13884,Minority,Men,2007,Unskilled
27816,Minority,Women,2007,Semi-Skilled
53816,White,Men,2015,Unskilled
69476,White,Men,2015,Unskilled
25779,White,Women,2007,Unskilled
14311,White,Women,2015,Skilled
29216,White,Men,2015,Unskilled
45556,Minority,Men,2015,Unskilled
23331,White,Men,2007,Unskilled
69301,White,Women,2007,Unskilled
30514,White,Men,2015,Unskilled
34701,White,Men,2007,Unskilled
33552,White,Women,2015,Unskilled
46905,Minority,Men,2015,Unskilled
33022,Minority,Men,2007,Unskilled
22728,White,Men,2007,Unskilled
49913,Minority,Women,2015,Unskilled
25489,Minority,Men,2007,Semi-Skilled
37427,White,Women,2007,Unskilled
22588,Minority,Women,2007,Unskilled
80452,White,Men,2015,Unskilled
34449,White,Men,2007,Unskilled
13519,Minority,Men,2007,Unskilled
7096,Minority,Men,2007,Unskilled
18866,Minority,Women,2015,Unskilled
55049,White,Men,2015,Unskilled
52587,Minority,Women,2015,Unskilled
23822,Minority,Men,2015,Unskilled
2420,White,Women,2015,Skilled
50590,Minority,Women,2015,Unskilled
10874,Minority,Men,2015,Unskilled
16544,White,Women,2007,Skilled
51892,White,Women,2007,Unskilled
46898,Minority,Men,2015,Unskilled
74586,White,Women,2007,Unskilled
42944,Minority,Women,2007,Unskilled
17250,White,Women,2007,Skilled
3788,Minority,Men,2007,Skilled
80545,White,Men,2015,Unskilled
44065,White,Women,2015,Unskilled
14756,Minority,Women,2007,Unskilled
31553,White,Women,2015,Unskilled
58765,White,Men,2007,Semi-Skilled
36758,Minority,Men,2015,Unskilled
31277,White,Women,2015,Unskilled
41373,White,Men,2015,Unskilled
19157,White,Men,2015,Skilled
20583,White,Women,2015,Skilled
14551,Minority,Women,2007,Unskilled
34712,Minority,Women,2007,Unskilled
13379,Minority,Men,2007,Unskilled
29232,White,Men,2015,Unskilled
21171,Minority,Men,2007,Unskilled
41821,White,Men,2015,Unskilled
11825,White,Men,2015,Skilled
54540,White,Men,2015,Unskilled
36165,White,Women,2007,Unskilled
24450,White,Women,2007,Unskilled
27725,Minority,Women,2007,Semi-Skilled
8889,White,Men,2015,Skilled
52209,Minority,Women,2015,Unskilled
16798,Minority,Women,2007,Unskilled
51211,Minority,Women,2015,Unskilled
83776,White,Women,2015,Unskilled
69416,White,Men,2015,Unskilled
35804,White,Women,2007,Unskilled
37574,Minority,Men,2015,Unskilled
41761,White,Men,2015,Unskilled
22698,Minority,Women,2007,Unskilled
17466,White,Women,2007,Skilled
40335,White,Women,2007,Unskilled
298,White,Men,2007,Skilled
52771,White,Men,2015,Unskilled
27131,White,Women,2007,Unskilled
20104,Minority,Women,2015,Unskilled
56624,White,Men,2007,Semi-Skilled
45392,White,Women,2015,Unskilled
30413,Minority,Men,2015,Semi-Skilled
14252,White,Women,2015,Skilled
64839,White,Men,2015,Semi-Skilled
1047,White,Women,2007,Skilled
36833,White,Women,2007,Unskilled
51495,Minority,Women,2015,Unskilled
57763,White,Men,2007,Semi-Skilled
46051,White,Women,2015,Unskilled
52649,Minority,Women,2015,Unskilled
28881,Minority,Men,2015,Semi-Skilled
76986,White,Women,2007,Unskilled
37828,White,Women,2007,Unskilled
47051,Minority,Men,2015,Unskilled
75769,White,Women,2007,Unskilled
47968,Minority,Men,2015,Unskilled
27195,White,Women,2007,Unskilled
52640,White,Men,2015,Unskilled
46608,White,Women,2015,Unskilled
62306,White,Men,2015,Semi-Skilled
15246,White,Men,2007,Skilled
27871,White,Men,2015,Unskilled
75381,White,Women,2007,Unskilled
9888,White,Men,2015,Skilled
35524,Minority,Women,2007,Unskilled
5583,White,Men,2007,Skilled
17216,White,Women,2007,Skilled
20552,Minority,Women,2015,Unskilled
48489,Minority,Men,2015,Unskilled
43675,White,Women,2015,Unskilled
70014,White,Men,2015,Unskilled
2210,Minority,Men,2015,Skilled
6248,White,Men,2007,Skilled
79380,White,Men,2015,Unskilled
3589,Minority,Women,2015,Skilled
58402,White,Men,2007,Semi-Skilled
46827,Minority,Men,2015,Unskilled
22300,White,Men,2007,Unskilled
20470,White,Women,2015,Skilled
8800,Minority,Women,2007,Unskilled
34160,Minority,Men,2007,Unskilled
31042,White,Women,2015,Unskilled
45486,White,Women,2015,Unskilled
49550,Minority,Women,2015,Unskilled
57026,White,Men,2007,Semi-Skilled
43424,White,Women,2015,Unskilled
8332,Minority,Women,2007,Unskilled
80579,White,Men,2015,Unskilled
75253,White,Women,2007,Unskilled
31457,White,Women,2015,Unskilled
47869,Minority,Men,2015,Unskilled
50174,White,Men,2007,Unskilled
20796,White,Women,2015,Skilled
57946,White,Men,2007,Semi-Skilled
39098,Minority,Women,2015,Unskilled
23408,White,Men,2007,Unskilled
25519,White,Women,2007,Unskilled
34035,Minority,Men,2007,Unskilled
52139,White,Men,2015,Unskilled
39091,Minority,Women,2015,Unskilled
8506,White,Men,2015,Skilled
53196,White,Men,2015,Unskilled
13225,Minority,Men,2007,Unskilled
34836,White,Men,2007,Unskilled
34652,Minority,Women,2007,Unskilled
20568,White,Women,2015,Skilled
40214,White,Women,2007,Unskilled
58026,White,Men,2007,Semi-Skilled
14180,Minority,Women,2007,Unskilled
60589,White,Women,2007,Semi-Skilled
4129,White,Men,2007,Skilled
31585,Minority,Women,2015,Semi-Skilled
38714,Minority,Women,2015,Unskilled
45394,Minority,Women,2007,Unskilled
73056,White,Men,2007,Unskilled
43133,White,Women,2015,Unskilled
37046,Minority,Men,2015,Unskilled
32275,Minority,Men,2007,Unskilled
42473,White,Men,2015,Unskilled
17012,White,Women,2007,Skilled
56251,White,Men,2007,Semi-Skilled
23675,Minority,Men,2015,Unskilled
22931,White,Men,2007,Unskilled
11188,White,Men,2015,Skilled
611,Minority,Men,2007,Skilled
32723,Minority,Men,2007,Unskilled
27883,White,Men,2015,Unskilled
27256,Minority,Women,2007,Semi-Skilled
7515,White,Women,2007,Skilled
12423,White,Women,2015,Skilled
59217,White,Men,2007,Semi-Skilled
38109,Minority,Men,2015,Unskilled
61542,White,Men,2015,Semi-Skilled
13458,Minority,Men,2007,Unskilled
5833,Minority,Men,2015,Skilled
62329,White,Men,2015,Semi-Skilled
36827,White,Women,2007,Unskilled
2406,Minority,Men,2015,Skilled
12578,Minority,Women,2015,Unskilled
64465,White,Men,2015,Semi-Skilled
22642,White,Men,2007,Unskilled
82703,White,Women,2015,Unskilled
